站代號,類別,站名,縣市,鄉鎮區,地址,電話,服務中心,營業中,國道高速公路,無鉛92,無鉛95,無鉛98,酒精汽油,煤油,超柴,會員卡,刷卡自助,自助柴油站,電子發票,悠遊卡,一卡通,HappyCash,經度,緯度,營業時間,洗車類別,etag申裝儲值時間,保養間時間
D416G,自營站,永和街站,台中市,南區,和平里美村南路77號,(04)22611600,D4108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.666666666667,24.1194444444444,07:00-22:00,"
    ","
    ","
    "
D416H,自營站,二水站,彰化縣,二水鄉,裕民村南通路二段680號,(04)8790305,D411N,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.621111111111,23.8055555555556,07:00-22:00,洗車機,"
    ","
    "
D416J,自營站,東山路站,台中市,北屯區,東山路一段377-5號,(04)22392062,D4108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.728055555556,24.1769444444444,07:00-22:00,洗車機,"
    ","
    "
D416K,自營站,公益路站,台中市,南屯區,公益路二段2號,(04)23269700,D4108,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.652777777778,24.1511111111111,00:00-24:00,"
    ","
    ","
    "
D416L,自營站,坪頂站,台中市,龍井區,新庄里臺灣大道六段6號,(04)26316507,D4108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.58,24.19,07:00-22:00,"
    ","
    ","
    "
D416M,自營站,霧峰林森路站,台中市,霧峰區,林森路455號,(04)23339411,D4108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.694722222222,24.0613888888889,00:00-24:00,洗車機,"
    ","
    "
D416N,自營站,埔鹽站,彰化縣,埔鹽鄉,好修村員鹿路二段99號,(04)8651196,D411N,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.460277777778,24.0044444444444,07:00-22:00,精緻手工,"
    ","
    "
D416R,自營站,石岡豐勢路站,台中市,石岡區,九房里明德路2號,(04)25722984,D411M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.781666666667,24.2747222222222,00:00-24:00,"
    ","
    ","
    "
D416T,自營站,員東路站,彰化縣,員林市,員東路二段413號,(04)8329743,D411N,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.579444444444,23.9577777777778,00:00-24:00,"
    ","
    ","
    "
D416U,自營站,新社站,台中市,新社區,中正里中和街五段58號,(04)25819102,D411M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.808333333333,24.25,06:30-21:30,洗車機,"
    ","
    "
D416V,自營站,五權西路站,台中市,南屯區,五權西路二段566號,(04)23893367,D4108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.641111111111,24.1413888888889,00:00-24:00,自助投幣式 ,08:00-17:00(星期一~星期六),08:40-17:15(一~五)、08:40-16:15(六) TEL：04-23893745
D416W,自營站,松竹路站,台中市,北屯區,松和里松竹路二段427號,(04)22451915,D4108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.688888888889,24.1816666666667,00:00-24:00,洗車機,"
    ","
    "
D416X,自營站,太平長億路站,台中市,太平區,太平路137號,(04)22709613,D4108,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.721388888889,24.1197222222222,07:00-22:00,"
    ","
    ","
    "
D416Y,自營站,南崗工業區站,南投縣,南投市,平山里仁和路13號,(049)2251460,D411P,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.671934,23.922746,00:00-24:00,洗車機,08:00-16:30(星期一~星期六),08:00-16:30(一~六) TEL：0988039196
D416Z,自營站,竹山延平站,南投縣,竹山鎮,延平里集山路二段869號,(049)2649304,D411P,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.709722222222,23.775,07:00-22:00,自助投幣式 ,"
    ","
    "
D4170,自營站,烏日站,台中市,烏日區,九德里中山路一段539號,(04)23381514,D4108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.634166666667,24.1061111111111,00:00-24:00,自助投幣式 ,"
    ","
    "
D4171,自營站,復興路站,台中市,南區,復興路三段73號,(04)22617800,D4108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.669166666667,24.1288888888889,00:00-24:00,"
    ","
    ","
    "
D4172,自營站,公園路站,台中市,北區,三民路三段50號,(04)22237535,D4108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.683344,24.146992,00:00-24:00,自助投幣式 ,08:00-18:00(星期一~星期五)08:00-17:00(星期六),08:00-17:00(一~五)、08:00-16:00(六)、(日及國定例假日休息) TEL：04
D4173,自營站,福興站,彰化縣,福興鄉,橋頭村彰鹿路七段477號,(04)7772534,D411N,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.445,24.0477777777778,00:00-24:00,洗車機,"
    ","
    "
D4174,自營站,日月潭站,南投縣,魚池鄉,水社村中山路20號,(049)2855160,D411P,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.917222222222,23.8719444444444,06:30-21:00,"
    ","
    ","
    "
D4175,自營站,豐原大湳站,台中市,豐原區,三豐路一段432號,(04)25225504,D411M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.720555555556,24.2630555555556,00:00-24:00,"
    ","
    ","
    "
D4176,自營站,翁子站,台中市,豐原區,豐勢路一段588號,(04)25225510,D411M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.734722222222,24.2597222222222,00:00-24:00,洗車機,"
    ","
    "
D4177,自營站,秀水站,彰化縣,秀水鄉,安東村彰水路一段30號,(04)7692141,D411N,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.501666666667,24.0361111111111,07:00-22:00,自助投幣式 ,"
    ","
    "
D4178,自營站,南投民族街站,南投縣,南投市,平和里民族路163號,(049)2222741,D411P,3,0,1,1,1,0,0,0,1,0,0,1,1,1,1,120.690277777778,23.9094444444444,06:30-21:30,自助投幣式 ,"
    ","
    "
D4179,自營站,振興路站,台中市,東區,泉源里建成路556號,(04)22134096,D4108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.693611111111,24.1333333333333,07:00-22:00,自助投幣式 ,"
    ","
    "
D417A,自營站,埔心站,彰化縣,埔心鄉,瓦北村員鹿路一段421號,(04)8293874,D411N,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.553888888889,23.9533333333333,00:00-24:00,洗車機,"
    ","
    "
D417J,自營站,員林快速道站,彰化縣,埔心鄉,瓦南村中山路281號,(04)8398903,D411N,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.563055555556,23.9463888888889,00:00-24:00,"
    ","
    ","
    "
D417M,自營站,台中工業區南站,台中市,南屯區,工業區18路26號之1,(04)23595269,D4108,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.608888888889,24.1561111111111,07:00-22:00,洗車機,"
    ","
    "
D417N,自營站,田中二站,彰化縣,田中鎮,北路里東閔路二段722號,(04)8745633,D411N,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.593611111111,23.8625,07:00-22:00,自助投幣式 ,"
    ","
    "
D417R,自營站,烏日高鐵站,台中市,烏日區,建國路265號,(04)23377492,D4108,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.624166666667,24.1091666666667,07:00-21:00,自助投幣式 ,"
    ","
    "
D417T,自營站,南崗三路站,南投縣,南投市,南崗三路278-1號,(049)2254902,D411P,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.665277777778,23.9372222222222,00:00-24:00,洗車機,"
    ","
    "
D417U,自營站,成功嶺站,台中市,烏日區,榮泉路252號,(04)23374286,D4108,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.594444444444,24.1125,07:00-22:00,"
    ","
    ","
    "
D417V,自營站,追分站,台中市,大肚區,沙田路一段167號,(04)26937955,D411M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.573333333333,24.1197222222222,07:00-22:00,自助投幣式,"
    ","
    "
D417W,自營站,彰化二站,彰化縣,彰化市,陽明里建國南路183號,(04)7283450,D411N,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,120.552777777778,24.0847222222222,07:00-22:00,洗車機,"
    ","
    "
D417X,自營站,大肚二站,台中市,大肚區,沙田路一段935號,(04)26993721,D411M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.5538556,24.1329601,07:00-22:00,"
    ",07:00~22:00,"
    "
D4180,自營站,豐原交流道站,台中市,神岡區,岸裡里中山路88號,(04)25228204,D411M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.696388888889,24.2488888888889,00:00-24:00,"
    ","
    ","
    "
D4181,自營站,員林交流道站,彰化縣,溪湖鎮,員鹿路一段104號　　　　　　　　,(04)8858502,D411N,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,120.512139374583,23.9525960302,00:00-24:00,"
    ","
    ","
    "
D4184,自營站,清水服務區站,台中市,清水區,吳厝里吳厝二街81號,(04)26203281,D411M,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,120.601388888889,24.2813888888889,00:00-24:00,"
    ","
    ","
    "
D4185,自營站,北斗交流道站,彰化縣,埤頭鄉,斗苑東路7號,(04)8783372,D411N,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.498055555556,23.8827777777778,07:00-22:00,"
    ","
    ","
    "
D4187,自營站,南投服務區站,南投縣,南投市,南鄉路250巷142弄8號,(049)2204987,D411P,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,120.710277777778,23.8991666666667,00:00-24:00,"
    ","
    ","
    "
D4240,自營站,新竹站,新竹市,東區,中華路二段347號,(03)5225043,D4208,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.974166666667,24.8036111111111,07:00-21:00,"
    ","
    ","
    "
D4241,自營站,橫山站,新竹縣,橫山鄉,大肚村中豐路二段96號,(03)5932902,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.128333333333,24.7261111111111,07:00-21:00,洗車機,"
    ","
    "
D4242,自營站,竹東站,新竹縣,竹東鎮,東寧路一段2號,(03)5962447,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.096388888889,24.7225,00:00-24:00,洗車機,"
    ","
    "
D4243,自營站,科學園區站,新竹市,東區,科園里工業東二路2-2號,(03)5779157,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.0047222,24.77944444,00:00-24:00,"
    ","
    ","
    "
D4244,自營站,民華站,新竹市,東區,中華路二段156-1號,(03)5326491,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.978611111111,24.8066666666667,00:00-24:00,"
    ",08:00-16:30(星期一~星期六),"
    "
D4245,自營站,寶山站,新竹縣,寶山鄉,雙新村寶新路1段65號,(03)5204346,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.986666666667,24.7630555555556,07:00-21:00,"
    ","
    ","
    "
D4246,自營站,關西站,新竹縣,關西鎮,中豐路二段50號,(03)5872134,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.179722222222,24.7936111111111,07:00-22:00,洗車機,"
    ","
    "
D4247,自營站,府前站,新竹縣,竹北市,縣政二路112號,(03)5556350,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.015,24.8238888888889,00:00-24:00,洗車機,"
    ",09:00-18:00(一~五)、08:00-16:00(隔週六)(日及國定例假日休息) TEL：03-5554451
D4248,自營站,竹北站,新竹縣,竹北市,中華路439號,(03)5552154,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.005277777778,24.8408333333333,07:00-22:00,洗車機,"
    ","
    "
D4249,自營站,湖口站,新竹縣,湖口鄉,湖鏡村中正路三段346號,(03)5690155,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.054722222222,24.8786111111111,07:00-22:00,"
    ","
    ","
    "
D4250,自營站,尖石站,新竹縣,尖石鄉,嘉樂村麥樹仁2鄰66號,(03)5842322,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.202777777778,24.7058333333333,07:00-21:00,"
    ","
    ","
    "
D4251,自營站,光復路站,新竹市,東區,光復路二段716號,(03)5718604,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.99,24.8002777777778,00:00-24:00,"
    ","
    ","
    "
D4252,自營站,新埔站,新竹縣,新埔鎮,中正路902號,(03)5882174,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.068611111111,24.8277777777778,07:00-22:00,洗車機,"
    ","
    "
D4253,自營站,香山站,新竹市,香山區,中華路五段54號,(03)5383201,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.927222222222,24.7880555555556,07:00-21:00,"
    ","
    ","
    "
D4254,自營站,新湖口站,新竹縣,湖口鄉,中正路二段20號,(03)5991267,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.047777777778,24.8966666666667,07:00-22:00,洗車機,"
    ","
    "
D4255,自營站,關東橋站,新竹市,東區,光復路一段529號,(03)5772433,D4208,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.013055555556,24.7847222222222,00:00-24:00,"
    ","
    ","
    "
D4256,自營站,新豐站,新竹縣,湖口鄉,鳳山村新興路330號,(03)5592308,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121,24.8725,00:00-24:00,洗車機,"
    ","
    "
D4257,自營站,光明站,新竹市,東區,光復路二段1號,(03)5716471,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.004166666667,24.7911111111111,00:00-24:00,洗車機,"
    ","
    "
D4258,自營站,東林路站,新竹縣,竹東鎮,東林路105號,(03)5957003,D4208,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,121.091944444444,24.7375,00:00-24:00,洗車機,09:00-17:00(星期二~星期六),09:00-18:00(一~五)、09:00-17:00(隔週六)(日及國定例假日休息) TEL：03-5104268
D4259,自營站,峨眉站,新竹縣,峨眉鄉,峨眉村3-1號,(03)5800564,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.025277777778,24.6872222222222,07:00-17:00,"
    ","
    ","
    "
D4260,自營站,新庄子站,新竹縣,新豐鄉,重興村新庄路429號,(03)5593274,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.983333333333,24.9063888888889,07:00-21:00,"
    ","
    ","
    "
D4261,自營站,芎林站,新竹縣,芎林鄉,上山村文山路554號,(03)5923740,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,121.0775,24.7780555555556,07:00-22:00,"
    ","
    ","
    "
D4262,自營站,北大路站,新竹市,北區,北大路374號,(03)5227664,D4208,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.960833333333,24.8052777777778,00:00-24:00,"
    ","
    ","
    "
D4265,自營站,北埔站,新竹縣,北埔鄉,水磜村麻布樹排20號,(03)5802547,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.062777777778,24.7055555555556,07:00-21:00,"
    ","
    ","
    "
D4266,自營站,南寮站,新竹市,北區,東大路四段292號,(03)5363424,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.927777777778,24.8455555555556,07:00-21:00,"
    ","
    ","
    "
D426A,自營站,獅潭站,苗栗縣,獅潭鄉,新店村新店9-1號,(037)931276,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.924444444444,24.5466666666667,07:00-18:00,"
    ","
    ","
    "
D426C,自營站,通利站,苗栗縣,通霄鎮,平安里18鄰環市路二段1032號,(037)764736,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.692777777778,24.4980555555556,00:00-24:00,洗車機,"
    ","
    "
D426E,自營站,後龍站,苗栗縣,後龍鎮,中華路51-2號,(037)722041,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.7925,24.6163888888889,06:30-22:30,洗車機,"
    ","
    "
D426F,自營站,北苗站,苗栗縣,苗栗市,為公路110號,(037)262439,D421M,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,120.825833333333,24.57,07:00-21:00,"
    ","
    ","
    "
D426G,自營站,中苗站,苗栗縣,苗栗市,中正路442號,(037)326764,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.821666666667,24.56,00:00-24:00,洗車機,"
    ","
    "
D426H,自營站,中華路站,苗栗縣,苗栗市,中華路30號,(037)266431,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.824722222222,24.5708333333333,00:00-24:00,洗車機,09:00-16:00(星期一~星期五),08:00-17:00(一~六)(日及國定例假日休息) TEL：037-276562
D426J,自營站,西湖站,苗栗縣,西湖鄉,湖東村埔頂9-3號,(037)921048,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.757777777778,24.5694444444444,07:00-21:00,"
    ","
    ","
    "
D426K,自營站,公館站,苗栗縣,公館鄉,玉泉村玉泉112號,(037)222834,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.825,24.5116666666667,00:00-24:00,"
    ","
    ","
    "
D426L,自營站,銅鑼站,苗栗縣,銅鑼鄉,銅鑼村中正路151號,(037)981124,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.786944444444,24.4877777777778,07:00-21:00,洗車機,"
    ","
    "
D426M,自營站,通霄站,苗栗縣,通霄鎮,中山路297號,(037)752075,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.67999,24.493055,07:00-21:00,"
    ","
    ","
    "
D426N,自營站,山腳站,苗栗縣,苑裡鎮,舊社里158號,(037)745074,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.681388888889,24.4188888888889,07:00-21:00,"
    ","
    ","
    "
D426P,自營站,自強路站,苗栗縣,頭份市,東庄里六鄰自強路二段170號,(037)615343,D421M,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,120.895,24.6836111111111,07:00-21:00,洗車機,"
    ","
    "
D426R,自營站,苑裡站,苗栗縣,苑裡鎮,中山路19號,(037)866747,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.649722222222,24.4391666666667,00:00-24:00,"
    ","
    ","
    "
D426S,自營站,造橋加油站,苗栗縣,造橋鄉,造橋村14鄰老庄27號,(037)563776,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.863224268187,24.6389512945625,07:00-21:00,精緻手工,"
    ",無
D426T,自營站,三義站,苗栗縣,三義鄉,中正路146號,(037)872204,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.770277777778,24.4122222222222,07:00-21:00,"
    ","
    ","
    "
D426U,自營站,大湖站,苗栗縣,大湖鄉,富興村2-1號,(037)991072,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.867777777778,24.4283333333333,07:00-21:00,洗車機,"
    ","
    "
D426V,自營站,南平路站,苗栗縣,頭份市,蘆竹路270號,(037)612746,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.884166666667,24.6780555555556,07:00-21:00,"
    ","
    ","
    "
D426W,自營站,頭份站,苗栗縣,頭份市,自強路2號,(037)663242,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.9125,24.6908333333333,00:00-24:00,洗車機,"
    ","
    "
D426X,自營站,蘆竹站,苗栗縣,頭份市,中華路444號,(037)623740,D421M,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,120.895555555556,24.6763888888889,07:00-21:00,"
    ","
    ","
    "
D426Y,自營站,頭份工業區站,苗栗縣,頭份市,蘆竹里中華路519號,(037)626224,D421M,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,120.895277777778,24.6766666666667,07:00-21:00,"
    ","
    ","
    "
D426Z,自營站,中正路站,苗栗縣,竹南鎮,中正路120號,(037)463428,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.872222222222,24.6836111111111,00:00-24:00,洗車機,"
    ","
    "
D4273,自營站,長安站,新竹縣,湖口鄉,湖口村八德路二段461號,(03)5696829,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.078333333333,24.8858333333333,07:00-21:00,精緻手工,"
    ","
    "
D4275,自營站,豐興站,新竹縣,竹東鎮,北興路一段40號,(03)5947002,D4208,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,121.099444444444,24.7247222222222,07:00-21:00,"
    ","
    ","
    "
D4278,自營站,奕承站,新竹市,香山區,景觀大道830號,(03)5292057,D4208,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.958055555556,24.7602777777778,07:00-22:00,"
    ","
    ","
    "
D427A,自營站,竹南站,苗栗縣,竹南鎮,東平路101號,(037)624865,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.883055555556,24.6847222222222,07:00-21:00,洗車機,"
    ","
    "
D427E,自營站,大坪站,苗栗縣,造橋鄉,錦水村錦水7-30號,(037)541881,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.891388888889,24.6144444444444,07:00-18:00,"
    ","
    ","
    "
D427F,自營站,三灣站,苗栗縣,三灣鄉,中正路7-2號,(037)831137,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.954722222222,24.6483333333333,07:00-21:00,"
    ","
    ","
    "
D427G,自營站,南庄站,苗栗縣,南庄鄉,中正路197號,(037)822401,D421M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,121.001388888889,24.6058333333333,07:00-18:00,"
    ","
    ","
    "
D427H,自營站,頭屋站,苗栗縣,頭屋鄉,象山村198-3號,(037)252723,D421M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.856666666667,24.5777777777778,00:00-24:00,洗車機,"
    ","
    "
D4285,自營站,苗栗交流道站,苗栗縣,公館鄉,苗栗縣公館鄉五穀村五穀201號　　　　　　　　,(037)236095,D421M,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,120.821011,24.521247,00:00-24:00,"
    ","
    ","
    "
D4290,自營站,港南站,新竹市,香山區,港南里海埔路142巷55號,(03)5399157,D4208,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.926111111111,24.8205555555556,06:30-22:00,"
    ","
    ","
    "
D4330,漁船站,三條崙漁船站,雲林縣,"
    ",四湖鄉崙北村海青路196號(營業時間：週一&三&五),(05)7721002,D431M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.151551,23.657226,08:00-16:00,"
    ","
    ","
    "
D4332,漁船站,箔子寮漁船站,雲林縣,"
    ",口湖鄉下崙村漁港路368號(營業時間：週二&四),(05)7722621,D431M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.14194,23.619013,08:00-16:00,"
    ","
    ","
    "
D4333,漁船站,東石漁船站,嘉義縣,"
    ",東石鄉東石村觀海一路160號,(05)3730273,D4308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.157415107844,23.4625107327,10:00-17:00,"
    ","
    ","
    "
D4340,自營站,博愛路站,嘉義市,東區,博愛路一段2號,(05)2762353,D4308,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.452222222222,23.4902777777778,07:00-21:00,"
    ","
    ","
    "
D4341,自營站,新營站,台南市,新營區,開元路52號,(06)6322503,D4308,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,120.325277777778,23.31,07:00-18:00,"
    ","
    ","
    "
D4342,自營站,斗六站,雲林縣,斗六市,雲林路二段334號,(05)5322534,D431M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.527777777778,23.7008333333333,07:00-21:00,自助投幣式,"
    ","
    "
D4343,自營站,信義路站,嘉義市,西區,博愛路二段519號,(05)2359381,D4308,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.428888888889,23.4688888888889,00:00-24:00,自助投幣式 ,"
    ",09:00-17:00(一~六) 自5月份採單數周休、雙數周營業 TEL：05-2844367
D4344,自營站,西螺站,雲林縣,西螺鎮,大園里大同路38號,(05)5862240,D431M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.466388888889,23.7986111111111,07:00-21:00,"
    ","
    ","
    "
D4345,自營站,虎尾站,雲林縣,虎尾鎮,平和里光復路131號,(05)6322524,D431M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.446666666667,23.7091666666667,07:00-21:00,洗車機、自助投幣,"
    ","
    "
D4346,自營站,吳鳳路站,嘉義市,東區,吳鳳南路92號,(05)2224070,D4308,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,120.454166666667,23.4691666666667,00:00-24:00,洗車機,08:30-12:00、13:00-17:30(星期一~星期六),09:00-17:00(一~六)(日及國定例假日休息) TEL：05-2288332
D4347,自營站,鹽水站,台南市,鹽水區,橋南里月津路53號,(06)6521204,D4308,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.266388888889,23.3147222222222,07:00-21:00,"
    ","
    ","
    "
D4348,自營站,白河站,台南市,白河區,永安里新厝子142號,(06)6852134,D4308,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.4075,23.3491666666667,07:00-21:00,"
    ","
    ","
    "
D4349,自營站,北港站,雲林縣,北港鎮,華勝路87號,(05)7832618,D431M,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,120.298888888889,23.575,07:00-21:00,"
    ","
    ","
    "
D434A,自營站,梅山站,嘉義縣,梅山鄉,梅北村中山路746號,(05)2622821,D4308,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.545277777778,23.59,07:00-21:00,洗車機,"
    ","
    "
D434E,自營站,太保站,嘉義縣,太保市,春珠里春珠178號,(05)3711635,D4308,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.339166666667,23.4525,07:00-21:00,洗車機,"
    ","
    "
D434F,自營站,六腳站,嘉義縣,六腳鄉,六腳村六腳路2-15號,(05)3781175,D4308,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.257777777778,23.5127777777778,07:00-21:00,"
    ","
    ","
    "
D434G,自營站,蒜頭站,嘉義縣,六腳鄉,蒜頭村1-15號,(05)3802944,D4308,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,120.293333333333,23.4961111111111,07:00-21:00,"
    ","
    ","
    "
D434H,自營站,布袋站,嘉義縣,布袋鎮,興中里上海路1號,(05)3471410,D4308,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.166944444444,23.3794444444444,07:00-21:00,自助投幣式 ,"
    ","
    "
D434J,自營站,二崙自強站,雲林縣,二崙鄉,大同村大同路21號,(05)5984084,D431M,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.373888888889,23.7911111111111,07:00-21:00,自助投幣式 ,"
    ","
    "
D434K,自營站,朴子山通路站,嘉義縣,朴子市,大鄉里大槺榔625號,(05)3799580,D4308,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,120.254722222222,23.4655555555556,07:00-21:00,洗車機、自助投幣,"
    ","
    "
D434L,自營站,興嘉站,嘉義市,西區,車店里上海路246號,(05)2353461,D4308,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,120.434166666667,23.4675,07:00-21:00,"
    ","
    ","
    "
D434M,自營站,三條崙站,雲林縣,四湖鄉,崙北村海青路196號(營業時間：週一&三&五),(05)7721002,D431M,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,120.151666666667,23.6572222222222,08:00-16:00,"
    ","
    ","
    "
D434R,自營站,鹿草站,嘉義縣,鹿草鄉,後堀村山仔腳59號,(05)3751219,D4308,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.319166666667,23.4088888888889,07:00-21:00,洗車機,"
    ","
    "
D434T,自營站,褒忠站,雲林縣,褒忠鄉,埔姜村三民路231號,(05)6974165,D431M,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,120.316388888889,23.7016666666667,07:00-21:00,"
    ","
    ","
    "
